State,County Name,current_votes,total_votes,percent
MN,Pine County,15711,14871,95
MN,Pipestone County,4859,4930,99
MN,Polk County,15289,16294,94
MN,Pope County,6892,6959,95
MN,Ramsey County,287667,322228,89
MN,Red Lake County,2138,2022,99
MN,Redwood County,8181,8274,99
MN,Renville County,7939,8115,98
MN,Rice County,35039,37634,93
MN,Rock County,5139,5134,99
MN,Roseau County,8306,8347,95
MN,St. Louis County,117048,133513,88
MN,Scott County,86460,87034,95
MN,Sherburne County,54405,56008,95
MN,Sibley County,8297,8326,95
MN,Stearns County,83338,92327,90
MN,Steele County,20586,22248,93
MN,Stevens County,5013,5060,99
MN,Swift County,5147,5441,95
MN,Todd County,13051,12827,95
MN,Traverse County,1826,1977,92
MN,Wabasha County,12881,13030,95
MN,Wadena County,7574,7416,95
MN,Waseca County,10209,10383,98
MN,Washington County,163446,167313,95
MN,Watonwan County,5091,5470,93
MN,Wilkin County,3357,3544,95
MN,Winona County,26370,31439,84
MN,Wright County,80601,80757,95
MN,Yellow Medicine County,5449,5773,94
MS,Adams County,13758,12268,99
MS,Alcorn County,15644,15811,100
MS,Amite County,7172,7207,100
MS,Attala County,8825,8832,100
MS,Benton County,4282,4292,100
MS,Bolivar County,13751,13755,100
MS,Calhoun County,6593,6595,100
MS,Carroll County,5723,5874,95
MS,Chickasaw County,8160,8160,100
MS,Choctaw County,4209,4225,100
MS,Claiborne County,4489,4489,100
MS,Clarke County,8348,8348,100
MS,Clay County,10296,10296,100
MS,Coahoma County,8517,8660,100
MS,Copiah County,12915,12915,100
MS,Covington County,9382,9382,100
MS,DeSoto County,76109,76248,100
MS,Forrest County,31676,31726,100
MS,Franklin County,4464,4464,100
MS,George County,10922,11064,100
MS,Greene County,5726,5816,100
MS,Grenada County,10935,11112,95
MS,Hancock County,20761,20957,100
MS,Harrison County,75776,75865,100
MS,Hinds County,100076,117140,85
MS,Holmes County,8064,6542,99
MS,Humphreys County,4188,4189,100
MS,Issaquena County,682,682,100
MS,Itawamba County,10761,10826,100
MS,Jackson County,54329,54623,100
MS,Jasper County,8754,8754,100
MS,Jefferson County,3916,3916,100
MS,Jefferson Davis County,6202,6213,100
MS,Jones County,29980,30091,100
MS,Kemper County,4726,4732,100
MS,Lafayette County,23365,23481,100
MS,Lamar County,28469,28526,100
MS,Lauderdale County,31137,31266,100
MS,Lawrence County,6600,6547,99
MS,Leake County,9209,9209,100
MS,Lee County,36899,38837,95
MS,Leflore County,10907,8181,99
MS,Lincoln County,16810,16818,100
MS,Lowndes County,27237,27273,100
MS,Madison County,56273,56335,100
MS,Marion County,12191,12194,100
MS,Marshall County,15708,15830,100
MS,Monroe County,17280,17280,100
MS,Montgomery County,5091,5091,100
MS,Neshoba County,11640,11720,100
MS,Newton County,10129,10189,100
MS,Noxubee County,5337,5341,100
MS,Oktibbeha County,19781,19812,100
MS,Panola County,15610,15635,100
MS,Pearl River County,23669,24056,100
MS,Perry County,5902,5922,100
MS,Pike County,17362,17362,100
MS,Pontotoc County,14317,14377,100
MS,Prentiss County,10605,10588,100
MS,Quitman County,3238,3238,100
MS,Rankin County,70481,70655,100
MS,Scott County,10734,10744,100
MS,Sharkey County,2181,2183,100
MS,Simpson County,11825,11825,100
MS,Smith County,8309,8327,100
MS,Stone County,7858,7878,100
MS,Sunflower County,9685,9685,100
MS,Tallahatchie County,5690,5691,100
MS,Tate County,13032,13101,100
MS,Tippah County,10034,10102,100
MS,Tishomingo County,9073,9147,100
MS,Tunica County,3573,3573,100
MS,Union County,12656,12683,100
MS,Walthall County,7088,7402,95
MS,Warren County,21012,21056,100
MS,Washington County,18164,16820,95
MS,Wayne County,10087,10087,100
MS,Webster County,5384,5402,100
MS,Wilkinson County,4078,4130,100
MS,Winston County,9266,9266,100
MS,Yalobusha County,6512,6538,100
MS,Yazoo County,10438,10441,100
MT,Beaverhead County,5665,5665,100
MT,Big Horn County,4793,4794,100
MT,Blaine County,3135,3135,100
MT,Broadwater County,4110,4110,100
MT,Carbon County,6995,7101,100
MT,Carter County,861,864,100
MT,Cascade County,40039,40039,100
MT,Chouteau County,2992,2992,100
MT,Custer County,5860,5883,100
MT,Daniels County,1030,1030,100
MT,Dawson County,4823,4837,100
MT,Deer Lodge County,4882,4891,100
MT,Fallon County,1576,1576,100
MT,Fergus County,6534,6534,100
MT,Flathead County,60041,60258,100
MT,Gallatin County,71369,71507,100
MT,Garfield County,809,813,100
MT,Glacier County,5719,5719,100
MT,Golden Valley County,504,504,100
MT,Granite County,2101,2102,100
MT,Hill County,7223,7223,100
MT,Jefferson County,8173,8191,100
MT,Judith Basin County,1348,1348,100
MT,Lake County,16628,16628,100
MT,Lewis and Clark County,42509,42509,100
MT,Liberty County,1088,1088,100
MT,Lincoln County,11718,11747,100
MT,McCone County,1123,1128,100
MT,Madison County,6118,6118,100
MT,Meagher County,1118,1118,100
MT,Mineral County,2551,2563,100
MT,Missoula County,71797,71986,100
MT,Musselshell County,2879,2881,100
MT,Park County,11607,11618,100
MT,Petroleum County,351,351,100
MT,Phillips County,2378,2386,100
MT,Pondera County,3005,3005,100
MT,Powder River County,1137,1137,100
MT,Powell County,3176,3195,100
MT,Prairie County,747,747,100
MT,Ravalli County,28574,28574,100
MT,Richland County,5791,5798,100
MT,Roosevelt County,4033,4033,100
MT,Rosebud County,3774,3784,100
MT,Sanders County,7586,7652,100
MT,Sheridan County,2024,2030,100
MT,Silver Bow County,18824,18827,100
MT,Stillwater County,5744,5744,100
MT,Sweet Grass County,2459,2459,100
MT,Teton County,3706,3706,100
MT,Toole County,2123,2123,100
MT,Treasure County,464,464,100
MT,Valley County,4259,4272,100
MT,Wheatland County,1059,1068,100
MT,Wibaux County,596,598,100
MT,Yellowstone County,84109,84109,100
NE,Adams County,14920,14602,100
NE,Antelope County,3579,3583,100
NE,Arthur County,291,284,100
NE,Banner County,418,410,100
NE,Blaine County,327,317,100
NE,Boone County,3163,3217,100
NE,Box Butte County,5382,5181,100
NE,Boyd County,1122,1153,100
NE,Brown County,1712,1679,100
NE,Buffalo County,24570,23589,100
NE,Burt County,3761,3731,100
NE,Butler County,4567,4498,100
NE,Cass County,15666,15284,100
NE,Cedar County,5037,4996,100
NE,Chase County,2009,2043,95
NE,Cherry County,3231,3265,100
NE,Cheyenne County,4890,4765,100
NE,Clay County,3631,3558,100
NE,Colfax County,3771,3726,100
NE,Cuming County,4539,4451,100
NE,Custer County,6120,5993,100
NE,Dakota County,6753,6794,100
NE,Dawes County,4255,4121,100
NE,Dawson County,9375,9178,100
NE,Deuel County,1070,1032,100
NE,Dixon County,3166,3083,100
NE,Dodge County,17525,16876,100
NE,Douglas County,283620,274951,100
NE,Dundy County,1016,999,100
NE,Fillmore County,3233,3134,100
NE,Franklin County,1751,1724,100
NE,Frontier County,1471,1440,100
NE,Furnas County,2696,2601,100
NE,Gage County,11444,11068,100
NE,Garden County,1214,1195,100
NE,Garfield County,1067,1075,100
NE,Gosper County,1146,1118,100
NE,Grant County,389,402,100
NE,Greeley County,1226,1258,100
NE,Hall County,25042,24374,100
NE,Hamilton County,5659,5533,100
NE,Harlan County,1970,1928,100
NE,Hayes County,535,534,100
NE,Hitchcock County,1551,1469,100
NE,Holt County,5575,5537,100
NE,Hooker County,435,442,100
NE,Howard County,3572,3501,100
NE,Jefferson County,3856,3716,100
NE,Johnson County,2284,2229,100
NE,Kearney County,3713,3604,100
NE,Keith County,4485,4364,100
NE,Keya Paha County,537,529,100
NE,Kimball County,1935,1874,100
NE,Knox County,4689,4697,100
NE,Lancaster County,160992,156091,100
NE,Lincoln County,17835,17107,100
NE,Logan County,450,450,100
NE,Loup County,458,454,100
NE,McPherson County,312,302,100
NE,Madison County,16174,15765,100
NE,Merrick County,4329,4282,100
NE,Morrill County,2650,2558,100
NE,Nance County,1803,1828,100
NE,Nemaha County,3532,3423,100
NE,Nuckolls County,2352,2303,100
NE,Otoe County,8575,8315,100
NE,Pawnee County,1447,1429,100
NE,Perkins County,1557,1544,100
NE,Phelps County,5089,5009,100
NE,Pierce County,4063,4006,100
NE,Platte County,15901,15673,100
NE,Polk County,2932,2879,100
NE,Red Willow County,5634,5452,100
NE,Richardson County,4137,4126,100
NE,Rock County,838,841,100
NE,Saline County,5956,5770,100
NE,Sarpy County,99386,96193,100
NE,Saunders County,13143,12735,100
NE,Scotts Bluff County,16044,15469,100
NE,Seward County,9379,9142,100
NE,Sheridan County,2763,2672,100
NE,Sherman County,1752,1698,100
NE,Sioux County,748,729,100
NE,Stanton County,3211,3165,100
NE,Thayer County,3014,2980,100
NE,Thomas County,411,427,100
NE,Thurston County,2305,2325,100
NE,Valley County,2375,2340,100
NE,Washington County,12806,12413,100
NE,Wayne County,4323,4200,100
NE,Webster County,1883,1876,100
NE,Wheeler County,511,502,100
NE,York County,7308,7143,100
NH,Alton,3882,3903,100
NH,Barnstead,2912,2922,100
NH,Belmont,4001,4052,100
NH,Center Harbor,788,792,100
NH,Gilford,5259,5313,100
NH,Gilmanton,2483,2500,100
NH,Laconia,8794,8955,100
NH,Meredith,4371,4407,100
NH,New Hampton,1526,1539,100
NH,Sanbornton,2030,2045,100
NH,Tilton,1997,2025,100
NH,Albany,445,449,100
NH,Bartlett,2147,2170,100
NH,Brookfield,541,545,100
NH,Chatham,237,244,100
NH,Conway,5882,5966,100
NH,Eaton,307,309,100
NH,Effingham,922,927,95
NH,Freedom,1079,1090,100
NH,Harts Location,42,43,100
NH,Jackson,787,760,95
NH,Madison,1701,1703,100
NH,Moultonborough,3638,3664,100
NH,Ossipee,2451,2519,100
NH,Sandwich,1139,1143,100
NH,Tamworth,1764,1768,100
NH,Tuftonboro,1884,1900,100
NH,Wakefield,3235,3292,100
NH,Wolfeboro,4745,4777,100
NH,Alstead,1179,1100,95
NH,Chesterfield,2328,2392,100
NH,Dublin,1099,1109,100
NH,Fitzwilliam,1347,1367,100
NH,Gilsum,506,516,100
NH,Harrisville,756,760,100
NH,Hinsdale,1857,1915,100
NH,Jaffrey,2999,3018,100
NH,Keene,12703,12929,100
NH,Marlborough,1262,1273,100
NH,Marlow,487,496,100
NH,Nelson,451,451,100
NH,Richmond,699,719,100
NH,Rindge,3616,3782,95
NH,Roxbury,139,144,100
NH,Stoddard,879,919,100
NH,Sullivan,402,412,100
NH,Surry,550,563,100
NH,Swanzey,3798,3830,100
NH,Troy,1090,1117,100
NH,Walpole,2334,2347,100
NH,Westmoreland,1120,1133,100
NH,Winchester,1972,2019,100
NH,Berlin,4033,4065,100
NH,Carroll,536,538,100
NH,Clarksville,179,183,100
NH,Colebrook,1050,1074,100
NH,Columbia,354,364,100
NH,Dalton,536,536,100
NH,Dixville,5,5,100
NH,Dummer,182,184,100
NH,Errol,219,223,100
NH,Gorham,1667,1672,99
NH,Jefferson,649,662,100
NH,Lancaster,1713,1735,100
NH,Milan,795,795,100
NH,Millsfield,22,22,100
NH,Northumberland,1035,1056,100
NH,Pittsburg,535,545,100
NH,Randolph,275,277,100
NH,Shelburne,249,254,100
NH,Stark,290,295,100
NH,Stewartstown,396,413,100
NH,Stratford,299,300,100
NH,Wentworth's Location,18,20,100
NH,Whitefield,1310,1321,100
NH,Alexandria,1070,1080,100
NH,Ashland,1199,1218,100
NH,Bath,612,623,100
NH,Benton,231,235,100
NH,Bethlehem,1667,1671,100
NH,Bridgewater,861,861,100
NH,Bristol,1851,1871,100
NH,Campton,2117,2129,100
NH,Canaan,2059,2086,100
NH,Dorchester,233,233,100
NH,Easton,231,234,100
NH,Ellsworth,76,78,100
NH,Enfield,2741,2765,100
NH,Franconia,712,806,100
NH,Grafton,775,784,100
NH,Groton,369,358,95
NH,Hanover,7025,8521,82
NH,Haverhill,2123,2144,100
NH,Hebron,522,523,100
NH,Holderness,1483,1483,100
NH,Landaff,269,285,100
NH,Lebanon,7906,7949,100
NH,Lincoln,912,923,100
NH,Lisbon,783,797,100
NH,Littleton,3109,3115,100
NH,Lyman,379,385,100
NH,Lyme,1296,1305,100
NH,Monroe,519,544,100
NH,Orange,192,196,100
NH,Orford,821,823,100
NH,Piermont,441,441,100
NH,Plymouth,3334,3415,100
NH,Rumney,943,956,100
NH,Sugar Hill,484,485,100
NH,Thornton,1713,1731,100
NH,Warren,468,478,100
NH,Waterville,372,374,100
NH,Wentworth,611,620,100
NH,Woodstock,845,858,100
NH,Amherst,8114,8137,100
NH,Antrim,1563,1584,100
NH,Bedford,14676,14739,100
NH,Bennington,816,837,100
NH,Brookline,3619,3628,100
NH,Deering,1136,1158,100
NH,Francestown,1146,1152,100
NH,Goffstown,10104,10196,100
NH,Greenfield,1007,1010,100
NH,Greenville,1044,1054,100
NH,Hancock,794,1298,100
NH,Hillsborough,3237,3276,100
NH,Hollis,5805,5825,100
NH,Hudson,14398,14641,100
NH,Litchfield,5340,5410,100
NH,Lyndeborough,1121,1138,100
NH,Manchester,52168,52606,100
NH,Mason,935,949,100
NH,Merrimack,16557,16697,100
NH,Milford,9092,9092,100
NH,Mont Vernon,1772,1778,100
NH,Nashua,44543,45281,100
NH,New Boston,3899,3934,100
NH,New Ipswich,3106,3123,100
NH,Pelham,8682,8854,100
NH,Peterborough,4391,4400,100
NH,Sharon,271,273,100
NH,Temple,955,961,100
NH,Weare,5474,5538,100
NH,Wilton,2451,2473,100
NH,Windsor,128,129,100
NH,Allenstown,2292,2325,100
NH,Andover,1571,1595,100
NH,Boscawen,2010,2040,100
NH,Bow,5495,5512,100
NH,Bradford,1058,1062,95
NH,Canterbury,1746,1754,100
NH,Chichester,1753,1753,100
NH,Concord,23622,23875,100
NH,Danbury,722,725,100
NH,Dunbarton,2019,2030,100
NH,Epsom,2888,2927,100
NH,Franklin,4085,4178,100
NH,Henniker,2680,2711,100
NH,Hill,620,635,100
NH,Hooksett,8525,8585,100
NH,Hopkinton,4158,4163,100
NH,Loudon,3709,3725,100
NH,Newbury,1661,1667,100
NH,New London,3146,3194,100
NH,Northfield,2589,2628,100
NH,Pembroke,4302,4325,100
NH,Pittsfield,2066,2095,100
NH,Salisbury,910,925,100
NH,Sutton,1348,1351,100
NH,Warner,1921,1931,100
NH,Webster,1226,1241,100
NH,Wilmot,958,958,100
NH,Atkinson,5061,5104,100
NH,Auburn,3918,3930,100
NH,Brentwood,2893,2914,100
NH,Candia,2754,2789,100
NH,Chester,3426,3469,100
NH,Danville,2758,2816,100
NH,Deerfield,3185,3221,100
NH,Derry,17663,17894,100
NH,East Kingston,1666,1692,100
NH,Epping,4407,4437,100
NH,Exeter,10245,10336,100
NH,Fremont,2803,2839,100
NH,Greenland,2912,2919,100
NH,Hampstead,5836,5897,100
NH,Hampton,11377,11502,100
NH,Hampton Falls,1705,1720,100
NH,Kensington,1536,1557,100
NH,Kingston,4051,4102,100
NH,Londonderry,15720,15873,100
NH,New Castle,910,918,100
NH,Newfields,1249,1255,100
NH,Newington,640,640,100
NH,Newmarket,5924,6004,100
NH,Newton,2950,2994,100
NH,North Hampton,3450,3484,100
NH,Northwood,2850,2881,100
NH,Nottingham,3483,3496,100
NH,Plaistow,4527,4617,100
NH,Portsmouth,14487,14701,100
NH,Raymond,5931,6000,100
NH,Rye,4403,4465,100
NH,Salem,17541,17841,100
NH,Sandown,3919,3975,100
NH,Seabrook,4846,4886,100
NH,South Hampton,634,652,100
NH,Stratham,5444,5485,100
NH,Windham,9782,9900,100
NH,Barrington,5989,6004,100
NH,Dover,19090,19229,100
NH,Durham,7577,7810,100
NH,Farmington,3388,3433,100
NH,Lee,2943,2976,100
NH,Madbury,1305,1312,100
NH,Middleton,1021,1042,100
NH,Milton,2507,2566,95
NH,New Durham,1849,1868,100
NH,Rochester,16668,16907,100
NH,Rollinsford,1728,1736,100
NH,Somersworth,6049,6071,100
NH,Strafford,2771,2802,100
NH,Acworth,549,569,100
NH,Charlestown,2460,2481,100
NH,Claremont,5782,5813,100
NH,Cornish,1099,1141,100
NH,Croydon,500,513,100
NH,Goshen,478,481,100
NH,Grantham,2431,2447,100
NH,Langdon,408,412,100
NH,Lempster,713,726,100
NH,Newport,3094,3138,100
NH,Plainfield,1663,1685,100
NH,Springfield,882,889,100
NH,Sunapee,2413,2431,100
NH,Unity,878,892,100
NH,Washington,795,797,100
NJ,Atlantic County,135774,140441,100
NJ,Bergen County,483623,497460,100
NJ,Burlington County,255732,262650,100
NJ,Camden County,261641,265599,100
NJ,Cape May County,55262,57933,100
NJ,Cumberland County,60779,62575,100
NJ,Essex County,335069,345311,100
NJ,Gloucester County,170114,173453,100
NJ,Hudson County,240223,250458,100
NJ,Hunterdon County,82867,84673,100
NJ,Mercer County,172679,177223,100
NJ,Middlesex County,366310,375692,100
NJ,Monmouth County,372398,378390,100
NJ,Morris County,291231,300917,100
NJ,Ocean County,329669,342746,100
NJ,Passaic County,218758,224330,100
NJ,Salem County,33587,34042,100
NJ,Somerset County,183966,186891,100
NJ,Sussex County,86508,88352,100
NJ,Union County,247768,254041,100
NJ,Warren County,59726,61057,100
NM,Bernalillo County,315529,317590,100
NM,Catron County,2306,2326,100
NM,Chaves County,22242,22443,100
NM,Cibola County,8870,8903,100
NM,Colfax County,6019,6019,100
NM,Curry County,14916,15101,100
NM,De Baca County,903,903,100
NM,Do�a Ana County,81506,82641,100
NM,Eddy County,22843,23222,100
NM,Grant County,14339,14435,100
NM,Guadalupe County,2177,2189,100
NM,Harding County,503,505,100
NM,Hidalgo County,1919,1974,100
NM,Lea County,20476,20918,100
NM,Lincoln County,10247,10306,100
NM,Los Alamos County,12299,12299,100
NM,Luna County,7966,8103,100
NM,McKinley County,26267,26486,100
NM,Mora County,2686,2686,100
NM,Otero County,23329,23571,100
NM,Quay County,3848,3873,100
NM,Rio Arriba County,16575,16628,100
NM,Roosevelt County,6531,6608,100
NM,Sandoval County,76289,76562,100
NM,San Juan County,51983,52294,100
NM,San Miguel County,11521,11531,100
NM,Santa Fe County,81809,82227,100
NM,Sierra County,5920,5945,100
NM,Socorro County,7123,7160,100
NM,Taos County,17125,17181,100
NM,Torrance County,7267,7281,100
NM,Union County,1773,1789,100
NM,Valencia County,32131,32277,100
NC,Alamance County,85508,86091,100
NC,Alexander County,20044,20236,100
NC,Alleghany County,6007,6076,100
NC,Anson County,11108,11205,100
NC,Ashe County,15636,15814,100
NC,Avery County,9321,9458,100
NC,Beaufort County,26046,26315,100
NC,Bertie County,9694,9815,100
NC,Bladen County,16881,17125,100
NC,Brunswick County,89202,90175,100
NC,Buncombe County,160042,161569,100
NC,Burke County,44170,44602,100
NC,Cabarrus County,116102,117227,100
NC,Caldwell County,42357,42829,100
NC,Camden County,5838,5953,100
NC,Carteret County,42228,42695,100
NC,Caswell County,11961,12051,100
NC,Catawba County,82883,83425,100
NC,Chatham County,48338,48599,100
NC,Cherokee County,16286,16423,100
NC,Chowan County,7689,7784,100
NC,Clay County,6811,6893,100
NC,Cleveland County,50777,51308,100
NC,Columbus County,26102,26446,100
NC,Craven County,52521,53065,100
NC,Cumberland County,145719,147150,100
NC,Currituck County,15946,16147,100
NC,Dare County,23835,24232,100
NC,Davidson County,88188,88514,100
NC,Davie County,25162,25311,100
NC,Duplin County,22432,22715,100
NC,Durham County,178846,179914,100
NC,Edgecombe County,25318,25477,100
NC,Forsyth County,199509,201262,100
NC,Franklin County,37124,37357,100
NC,Gaston County,114201,115498,100
NC,Gates County,5885,5971,100
NC,Graham County,4549,4665,100
NC,Granville County,31359,31598,100
NC,Greene County,8699,8753,100
NC,Guilford County,282137,284486,100
NC,Halifax County,25577,25759,100
NC,Harnett County,57883,58293,100
NC,Haywood County,36283,36542,100
NC,Henderson County,67873,68371,100
NC,Hertford County,10392,10634,100
NC,Hoke County,21383,22016,100
NC,Hyde County,2469,2492,100
NC,Iredell County,101386,102371,100
NC,Jackson County,21239,21428,100
NC,Johnston County,110213,111362,100
NC,Jones County,5454,5525,100
NC,Lee County,28714,29008,100
NC,Lenoir County,28119,28409,100
NC,Lincoln County,49776,50217,100
NC,McDowell County,22747,23003,100
NC,Macon County,20517,20743,100
NC,Madison County,12943,13076,100
NC,Martin County,12424,12540,100
NC,Mecklenburg County,562672,567053,100
NC,Mitchell County,8942,9041,100
NC,Montgomery County,12700,12849,100
NC,Moore County,57823,58339,100
NC,Nash County,51895,52271,100
NC,New Hanover County,130318,131840,100
NC,Northampton County,10011,10109,100
NC,Onslow County,71202,72235,100
NC,Orange County,84525,84997,100
NC,Pamlico County,7581,7631,100
NC,Pasquotank County,19648,19897,100
NC,Pender County,33759,34169,100
NC,Perquimans County,7426,7484,100
NC,Person County,21582,21894,100
NC,Pitt County,86901,87573,100
NC,Polk County,12252,12358,100
NC,Randolph County,72570,73316,100
NC,Richmond County,20430,20763,100
NC,Robeson County,45949,47188,100
NC,Rockingham County,47313,47809,100
NC,Rowan County,72748,73408,100
NC,Rutherford County,34067,34429,100
NC,Sampson County,28360,28618,100
NC,Scotland County,14461,14775,100
NC,Stanly County,33571,33939,100
NC,Stokes County,25480,25702,100
NC,Surry County,36303,36638,100
NC,Swain County,6971,7068,100
NC,Transylvania County,20205,20404,100
NC,Tyrrell County,1784,1817,100
NC,Union County,129844,131011,100
NC,Vance County,20815,20999,100
NC,Wake County,627228,631830,100
NC,Warren County,10263,10293,100
NC,Washington County,6145,6205,100
NC,Watauga County,31878,32220,100
NC,Wayne County,54944,55537,100
NC,Wilkes County,35073,35464,100
NC,Wilson County,40411,40735,100
NC,Yadkin County,19768,19923,100
NC,Yancey County,11280,11352,100
OK,Adair County,7074,7108,100
OK,Alfalfa County,2258,2262,100
OK,Atoka County,5346,5389,100
OK,Beaver County,2164,2178,100
OK,Beckham County,7927,7948,100
OK,Blaine County,3886,3901,100
OK,Bryan County,15907,15976,100
OK,Caddo County,9838,9859,100
OK,Canadian County,61681,61940,100
OK,Carter County,19424,19479,100
OK,Cherokee County,17662,17714,100
OK,Choctaw County,5802,5832,100
OK,Cimarron County,1043,1054,100
OK,Cleveland County,119554,119778,100
OK,Coal County,2481,2524,100
OK,Comanche County,35488,35631,100
OK,Cotton County,2562,2572,100
OK,Craig County,6007,6032,100
OK,Creek County,30426,30505,100
OK,Custer County,10663,10691,100
OK,DE County,17181,17245,100
OK,Dewey County,2354,2359,100
OK,Ellis County,1866,1873,100
OK,Garfield County,22348,22430,100
OK,Garvin County,10887,10922,100
OK,Grady County,23043,23101,100
OK,Grant County,2215,2226,100
OK,Greer County,1958,1973,100
OK,Harmon County,933,933,100
OK,Harper County,1482,1487,100
OK,Haskell County,4977,5014,100
OK,Hughes County,4828,4857,100
OK,Jackson County,8189,8221,100
OK,Jefferson County,2359,2385,100
OK,Johnston County,4218,4251,100
OK,Kay County,17194,17249,100
OK,Kingfisher County,6454,6465,100
OK,KIA County,3421,3427,100
OK,Latimer County,4219,4249,100
OK,Le Flore County,18645,18805,100
OK,Lincoln County,14833,14888,100
OK,Logan County,21490,21574,100
OK,Love County,4059,4076,100
OK,McClain County,19193,19236,100
OK,McCurtain County,11332,11467,100
OK,McIntosh County,8290,8335,100
OK,Major County,3461,3467,100
OK,Marshall County,6048,6064,100
OK,Mayes County,16558,16626,100
OK,Murray County,5874,5894,100
OK,Muskogee County,25021,25081,100
OK,Noble County,4934,4938,100
OK,Nowata County,4380,4391,100
OK,Okfuskee County,4016,4038,100
OK,OK County,294247,294740,100
OK,Okmulgee County,14274,14313,100
OK,Osage County,20491,20538,100
OK,Ottawa County,11332,11438,100
OK,Pawnee County,6757,6786,100
OK,Payne County,29593,29643,100
OK,Pittsburg County,17868,17924,100
OK,Pontotoc County,15256,15320,100
OK,Pottawatomie County,28117,28185,100
OK,Pushmataha County,4711,4739,100
OK,Roger Mills County,1818,1834,100
OK,Rogers County,44450,44553,100
OK,Seminole County,8322,8337,100
OK,Sequoyah County,15269,15386,100
OK,Stephens County,18977,19057,100
OK,TX County,5505,5521,100
OK,Tillman County,2702,2708,100
OK,Tulsa County,266298,266678,100
OK,Wagoner County,35266,35338,100
OK,Washington County,23445,23501,100
OK,Washita County,4772,4777,100
OK,Woods County,3672,3678,100
OK,Woodward County,7766,7785,100
OR,Baker County,9750,9932,100
OR,Benton County,52043,52799,100
OR,Clackamas County,250640,257679,100
OR,Clatsop County,23524,23910,100
OR,Columbia County,31637,32221,100
OR,Coos County,36106,37075,100
OR,Crook County,15146,15448,100
OR,Curry County,14608,14925,100
OR,Deschutes County,122690,125234,100
OR,Douglas County,62685,64349,100
OR,Gilliam County,1167,1178,100
OR,Grant County,4513,4596,100
OR,Harney County,4377,4481,100
OR,Hood River County,12885,13090,100
OR,Jackson County,124303,127165,100
OR,Jefferson County,11752,11913,100
OR,Josephine County,50225,51641,100
OR,Klamath County,35982,36726,100
OR,Lake County,4265,4363,100
OR,Lane County,217158,222253,100
OR,Lincoln County,30208,30726,100
OR,Linn County,70644,72640,100
OR,Malheur County,11596,11804,100
OR,Marion County,162014,165534,100
OR,Morrow County,5035,5118,100
OR,Multnomah County,454418,463659,100
OR,Polk County,47531,48291,100
OR,Sherman County,1179,1208,100
OR,Tillamook County,16589,16888,100
OR,Umatilla County,32194,33038,100
OR,Union County,14605,14944,100
OR,Wallowa County,5071,5149,100
OR,Wasco County,13799,14130,100
OR,Washington County,312618,320326,100
OR,Wheeler County,932,965,100
OR,Yamhill County,57360,58923,100
RI,East Providence,22026,23021,100
RI,Exeter,3950,4059,100
RI,Foster,2737,2856,100
RI,Glocester,5881,6075,100
RI,Hopkinton,4631,4822,100
RI,Jamestown,3980,4065,100
RI,Johnston,14520,15205,100
RI,Lincoln,12235,12600,100
RI,Little Compton,2452,2517,100
RI,Middletown,8154,8564,100
RI,Barrington,10511,10754,100
RI,Narragansett,8742,8968,100
RI,Newport,10193,10651,100
RI,New Shoreham,908,948,100
RI,North Kingstown,17102,17453,100
RI,North Providence,15870,16785,100
RI,North Smithfield,6921,7172,100
RI,Pawtucket,23541,25667,100
RI,Portsmouth,10552,10844,100
RI,Providence,53436,56853,100
RI,Richmond,4648,4787,100
RI,Bristol,11165,11597,100
RI,Scituate,6452,6645,100
RI,Smithfield,11137,11472,100
RI,South Kingstown,16145,16567,100
RI,Tiverton,8776,9346,94
RI,Warren,5643,5888,100
RI,Warwick,45013,46170,100
RI,Westerly,12267,12790,100
RI,West Greenwich,3864,3987,100
RI,West Warwick,13476,13928,100
RI,Woonsocket,12555,13791,100
RI,Burrillville,8175,8501,100
RI,Central Falls,3660,4256,100
RI,Charlestown,4984,5193,100
RI,Coventry,19228,19915,100
RI,Cranston,39498,40851,100
RI,Cumberland,18729,19576,100
RI,East Greenwich,8444,8574,100
SC,Abbeville County,12439,12439,100
SC,Aiken County,85164,85185,100
SC,Allendale County,3625,3625,100
SC,Anderson County,96035,96093,100
SC,Bamberg County,6477,6482,100
SC,Barnwell County,10312,10321,100
SC,Beaufort County,97915,97915,100
SC,Berkeley County,104391,104458,100
SC,Calhoun County,8299,8299,100
SC,Charleston County,219114,219114,100
SC,Cherokee County,25231,25270,100
SC,Chester County,15742,15757,100
SC,Chesterfield County,18859,18876,100
SC,Clarendon County,16704,16733,100
SC,Colleton County,19271,19283,100
SC,Darlington County,32414,32417,100
SC,Dillon County,13090,13101,100
SC,Dorchester County,77139,77278,100
SC,Edgefield County,13309,13309,100
SC,Fairfield County,12134,12136,100
SC,Florence County,64615,64615,100
SC,Georgetown County,36702,36702,100
SC,Greenville County,258087,258155,100
SC,Greenwood County,31987,32006,100
SC,Hampton County,9296,9305,100
SC,Horry County,179513,179744,100
SC,Jasper County,14411,14411,100
SC,Kershaw County,33589,33629,100
SC,Lancaster County,49812,49868,100
SC,Laurens County,30471,30488,100
SC,Lee County,8435,8435,100
SC,Lexington County,144549,144568,100
SC,McCormick County,5720,5720,100
SC,Marion County,14717,14717,100
SC,Marlboro County,11448,11448,100
SC,Newberry County,18610,18631,100
