State,County Name,current_votes,total_votes,percent
ME,Yarmouth,6449,6449,100
ME,Avon,260,263,100
ME,Carrabassett Valley,534,534,100
ME,Carthage,309,312,100
ME,Chesterville,807,807,100
ME,Coplin Plt.,111,111,100
ME,Dallas Plt.,212,212,100
ME,Eustis,449,449,100
ME,Farmington,3907,3907,100
ME,Industry,507,507,100
ME,Jay,2662,2665,100
ME,Kingfield,885,888,100
ME,New Sharon,956,956,100
ME,New Vineyard,459,463,100
ME,Phillips,653,656,100
ME,Rangeley,757,758,100
ME,Rangeley Plt.,146,146,100
ME,Sandy River Plt.,103,103,100
ME,Strong,813,816,100
ME,Temple,331,336,100
ME,Weld,303,303,100
ME,Wilton,2168,2177,100
ME,Amherst,188,189,100
ME,Aurora,72,72,100
ME,Bar Harbor,3582,3582,100
ME,Blue Hill,1976,1977,100
ME,Brooklin,630,630,100
ME,Brooksville,692,692,100
ME,Bucksport,2850,2855,100
ME,Castine,496,499,100
ME,Cranberry Isles,140,140,100
ME,Dedham,1167,1167,100
ME,Deer Isle,1326,1326,100
ME,Eastbrook,224,224,100
ME,Ellsworth,4837,4837,100
ME,Franklin,855,861,100
ME,Frenchboro,33,43,77
ME,Gouldsboro,1114,1116,100
ME,Great Pond,43,43,100
ME,Hancock,1459,1472,100
ME,Lamoine,1199,1211,100
ME,Mariaville,306,310,100
ME,Mount Desert,1502,1502,100
ME,Orland,1427,1427,100
ME,Osborn,43,44,100
ME,Otis,485,485,100
ME,Penobscot,850,850,100
ME,Sedgwick,838,843,100
ME,Sorrento,188,189,100
ME,Southwest Harbor,1127,1137,100
ME,Stonington,641,641,100
ME,Sullivan,716,724,100
ME,Surry,1099,1099,100
ME,Swan's Island,264,266,100
ME,Tremont,1039,1043,100
ME,Trenton,989,989,100
ME,Verona,349,350,100
ME,Waltham,230,230,100
ME,Winter Harbor,326,329,100
ME,Albion,1214,1219,100
ME,Augusta,9732,9738,100
ME,Belgrade,2217,2217,100
ME,Benton,1632,1632,100
ME,Chelsea,1564,1564,100
ME,China,2594,2723,95
ME,Clinton,1794,1794,100
ME,Farmingdale,1747,1747,100
ME,Fayette,832,832,100
ME,Gardiner,3280,3280,100
ME,Hallowell,1782,1782,100
ME,Litchfield,2166,2177,100
ME,Manchester,1693,1693,100
ME,Monmouth,2575,2578,100
ME,Mount Vernon,1158,1158,100
ME,Oakland,3626,3628,100
ME,Pittston,1784,1784,100
ME,Randolph,1036,1036,100
ME,Readfield,1826,1826,100
ME,Rome,711,713,100
ME,Sidney,2954,2954,100
ME,Unity,943,950,100
ME,Vassalboro,2551,2553,100
ME,Vienna,402,425,95
ME,Waterville,7897,7905,100
ME,Wayne,872,872,100
ME,West Gardiner,2377,2380,100
ME,Windsor,1436,1436,100
ME,Winslow,4681,4681,100
ME,Winthrop,3753,3753,100
ME,Appleton,918,918,100
ME,Camden,3850,3850,100
ME,Cushing,963,963,100
ME,Friendship,801,801,100
ME,Hope,1113,1117,100
ME,Isle Au Haut,67,67,100
ME,Matinicus Isle Plt.,51,51,100
ME,North Haven,324,324,100
ME,Owl's Head,1077,1077,100
ME,Rockland,3962,3965,100
ME,Rockport,2525,2530,100
ME,St. George,1828,1828,100
ME,South Thomaston,996,997,100
ME,Thomaston,1667,1668,100
ME,Union,1559,1561,100
ME,Vinalhaven,834,837,100
ME,Warren,2239,2244,100
ME,Washington,984,988,100
ME,Alna,522,522,100
ME,Boothbay,2213,2213,100
ME,Boothbay Harbor,1400,1400,100
ME,Bremen,564,564,100
ME,Bristol,2126,2126,100
ME,Damariscotta,1482,1482,100
ME,Dresden,1157,1159,100
ME,Edgecomb,889,889,100
ME,Jefferson,1690,1691,100
ME,Monhegan Plt.,62,62,100
ME,Newcastle,1368,1368,100
ME,Nobleboro,1315,1315,100
ME,Somerville,358,358,100
ME,South Bristol,719,719,100
ME,Southport,495,495,100
ME,Waldoboro,2928,2934,100
ME,Westport,549,551,100
ME,Whitefield,1481,1481,100
ME,Wiscasset,2322,2322,100
ME,Andover,534,538,100
ME,Bethel,1828,1830,100
ME,Brownfield,955,957,100
ME,Buckfield,1092,1098,100
ME,Byron,92,104,88
ME,Canton,538,544,100
ME,Denmark,823,827,100
ME,Dixfield,1298,1302,100
ME,Fryeburg,1938,1938,100
ME,Gilead,122,123,100
ME,Greenwood,531,533,100
ME,Hanover,198,198,100
ME,Hartford,719,724,100
ME,Hebron,778,778,100
ME,Hiram,924,928,100
ME,Lincoln Plt.,32,32,100
ME,Lovell,763,766,100
ME,Magalloway Plt.,15,16,100
ME,Mexico,1263,1271,100
ME,Newry,288,299,95
ME,Norway,2860,2860,100
ME,Otisfield,1171,1171,100
ME,Oxford,2336,2336,100
ME,Paris,2848,2855,100
ME,Peru,913,913,100
ME,Porter,874,875,100
ME,Roxbury,244,246,100
ME,Rumford,2852,2863,100
ME,Stoneham,184,185,100
ME,Stow,254,254,100
ME,Sumner,555,555,100
ME,Sweden,282,283,100
ME,Upton,63,64,100
ME,Waterford,1034,1038,100
ME,West Paris,951,957,100
ME,Woodstock,945,945,100
ME,Alton,477,477,100
ME,Bangor,16192,16192,100
ME,Bradford,689,694,100
ME,Bradley,889,889,100
ME,Brewer,5273,5278,100
ME,Burlington,207,207,100
ME,Carmel,1780,1782,100
ME,Carroll Plt.,88,88,100
ME,Charleston,757,757,100
ME,Chester,324,326,100
ME,Clifton,531,532,100
ME,Corinna,1240,1244,100
ME,Corinth,1564,1574,100
ME,Dexter,1849,1849,100
ME,Dixmont,733,733,100
ME,Drew Plt.,18,19,100
ME,East Millinocket,952,953,100
ME,Eddington,1455,1456,100
ME,Edinburg,106,106,100
ME,Enfield,876,879,100
ME,Etna,723,726,100
ME,Exeter,577,580,95
ME,Garland,603,605,100
ME,Glenburn,2792,2792,100
ME,Greenbush,710,717,100
ME,Hampden,4886,4886,100
ME,Hermon,3958,3965,100
ME,Holden,2131,2131,100
ME,Howland,633,643,100
ME,Hudson,609,611,100
ME,Kenduskeag,770,770,100
ME,LaGrange,355,358,100
ME,Lakeville,68,69,100
ME,Lee,506,508,100
ME,Levant,1659,1665,100
ME,Lincoln,2575,2596,100
ME,Lowell,256,256,100
ME,Mattawamkeag,388,388,100
ME,Maxfield,70,70,100
ME,Medway,750,758,100
ME,Milford,1854,1851,99
ME,Millinocket,2386,2397,100
ME,Mount Chase,122,122,100
ME,Newburgh,1000,1000,100
ME,Newport,1741,1741,100
ME,Old Town,4262,4262,100
ME,Orono,5208,5208,100
ME,Orrington,2564,2564,100
ME,Passadumkeag,222,224,100
ME,Patten,506,520,100
ME,Plymouth,746,746,100
ME,Seboeis Plt.,41,41,100
ME,Springfield,158,161,100
ME,Stacyville,205,209,100
ME,Stetson,767,767,100
ME,Veazie,1220,1223,100
ME,Webster Plt.,38,42,100
ME,Winn,203,207,100
ME,Woodville,136,136,100
ME,Abbot,415,417,100
ME,Atkinson,172,173,100
ME,Beaver Cove,117,119,100
ME,Bowerbank,118,118,100
ME,Brownville,772,780,100
ME,Dover-Foxcroft,2328,2335,100
ME,Greenville,1155,1158,100
ME,Guilford,728,728,100
ME,Kingsbury Plt.,0,0,100
ME,Lake View Plt.,114,114,100
ME,Medford,160,164,100
ME,Milo,1223,1227,100
ME,Monson,473,475,100
ME,Parkman,488,491,100
ME,Sangerville,752,753,100
ME,Sebec,425,428,100
ME,Shirley,132,133,100
ME,Wellington,116,119,100
ME,Willimantic,90,90,100
ME,Arrowsic,374,374,100
ME,Bath,5135,5142,100
ME,Bowdoin,1863,1877,100
ME,Bowdoinham,2063,2067,100
ME,Georgetown,837,839,100
ME,Phippsburg,1572,1572,100
ME,Richmond,2090,2090,100
ME,Topsham,6553,6553,100
ME,West Bath,1399,1399,100
ME,Woolwich,2153,2153,100
ME,Anson,1215,1223,100
ME,Athens,504,510,100
ME,Bingham,577,580,100
ME,Brighton Plt.,49,49,100
ME,Cambridge,255,255,100
ME,Canaan,1151,1155,100
ME,Caratunk,61,61,100
ME,Cornville,782,782,100
ME,Dennistown Plt.,24,24,100
ME,Detroit,433,436,100
ME,Embden,562,565,100
ME,Fairfield,3389,3391,100
ME,Harmony,481,488,100
ME,Hartland,892,899,100
ME,Highland Plt.,115,116,100
ME,Jackman,531,535,100
ME,Madison,2379,2382,100
ME,Mercer,477,481,100
ME,Moose River,122,124,100
ME,Moscow,279,279,100
ME,New Portland,486,486,100
ME,Norridgewock,1869,1874,100
ME,Palmyra,1148,1155,100
ME,Pittsfield,2051,2051,100
ME,Pleasant Ridge Plt.,54,54,100
ME,Ripley,299,299,100
ME,St. Albans,1182,1186,100
ME,Skowhegan,4172,4197,100
ME,Smithfield,636,636,100
ME,Solon,625,625,100
ME,Starks,378,381,100
ME,The Forks Plt.,39,39,100
ME,West Forks Plt.,54,54,100
ME,Belfast,4252,4252,100
ME,Belmont,595,598,100
ME,Brooks,594,594,100
ME,Burnham,642,644,100
ME,Frankfort,686,686,100
ME,Freedom,464,469,100
ME,Islesboro,442,445,100
ME,Jackson,339,339,100
ME,Knox,480,480,100
ME,Liberty,582,591,100
ME,Lincolnville,1656,1656,100
ME,Monroe,603,603,100
ME,Montville,654,654,100
ME,Morrill,607,611,100
ME,Northport,1109,1109,100
ME,Palermo,945,918,95
ME,Prospect,427,427,100
ME,Searsmont,935,937,100
ME,Searsport,1603,1608,100
ME,Stockton Springs,1057,1065,100
ME,Swanville,827,827,100
ME,Thorndike,444,446,100
ME,Troy,589,593,100
ME,Waldo,589,589,100
ME,Winterport,2333,2335,100
ME,Addison,704,706,100
ME,Alexander,307,328,94
ME,Baileyville,668,673,100
ME,Baring Plt.,112,112,100
ME,Beals,292,293,100
ME,Beddington,51,51,100
ME,Calais,1510,1516,100
ME,Charlotte,219,219,100
ME,Cherryfield,641,645,100
ME,Columbia,228,228,100
ME,Columbia Falls,333,335,100
ME,Cooper,97,97,100
ME,Crawford,66,66,100
ME,Cutler,313,315,100
ME,Danforth,420,421,100
ME,Deblois,39,40,100
ME,Dennysville,361,361,100
ME,East Machias,815,815,100
ME,Eastport,838,838,100
ME,Grand Lake Stream Plt,99,99,100
ME,Harrington,539,539,100
ME,Jonesboro,348,348,100
ME,Jonesport,711,712,100
ME,Lubec,886,886,100
ME,Machias,899,899,100
ME,Machiasport,566,566,100
ME,Marshfield,316,316,100
ME,Meddybemps,105,105,100
ME,Milbridge,728,731,100
ME,Northfield,123,125,100
ME,Pembroke,482,482,100
ME,Perry,472,472,100
ME,Princeton,468,468,100
ME,Robbinston,351,353,100
ME,Roque Bluffs,183,183,100
ME,Steuben,660,668,100
ME,Talmadge,31,32,100
ME,Topsfield,123,124,100
ME,Vanceboro,92,93,100
ME,Waite,50,51,100
ME,Wesley,78,78,100
ME,Whiting,365,365,100
ME,Whitneyville,129,130,100
ME,Acton,1633,1636,100
ME,Alfred,1992,1995,100
ME,Arundel,2826,2826,100
ME,Berwick,4353,4371,100
ME,Biddeford,11055,11066,100
ME,Buxton,5291,5291,100
ME,Cornish,943,944,100
ME,Dayton,1379,1381,100
ME,Eliot,4717,4728,100
ME,Hollis,2911,2911,100
ME,Kennebunk,8255,8255,100
ME,Kennebunkport,2766,2766,100
ME,Kittery,6391,6412,100
ME,Lebanon,3514,3529,100
ME,Limerick,1839,1840,100
ME,Limington,2301,2301,100
ME,Lyman,2944,2944,100
ME,Newfield,962,963,100
ME,North Berwick,3103,3111,100
ME,Ogunquit,1053,1058,100
ME,Old Orchrd Bch,6212,6215,100
ME,Parsonsfield,1060,1066,100
ME,Saco,12649,12656,100
ME,Sanford,10889,10931,100
ME,Shapleigh,1781,1789,100
ME,South Berwick,4628,4634,100
ME,Waterboro,4483,4483,100
ME,Wells,7968,7975,100
ME,York,9680,9680,100
MA,Barnstable,28131,28427,100
MA,Bourne,11987,12119,100
MA,Brewster,7368,7436,100
MA,Chatham,5041,5075,100
MA,Dennis,10202,10321,100
MA,Eastham,4057,4100,100
MA,Falmouth,21562,21890,100
MA,Harwich,9367,9448,100
MA,Mashpee,10174,10263,100
MA,Orleans,4803,4842,100
MA,Provincetown,2590,2613,100
MA,Sandwich,13901,14061,100
MA,Truro,1746,1762,100
MA,Wellfleet,2508,2484,95
MA,Yarmouth,15295,15452,100
MA,Adams,4363,4441,100
MA,Alford,330,330,100
MA,Becket,1157,1195,100
MA,Cheshire,1916,1946,100
MA,Clarksburg,977,990,100
MA,Dalton,3708,3821,100
MA,Egremont,949,973,100
MA,Florida,405,418,100
MA,Great Barrington,4038,4112,100
MA,Hancock,472,478,100
MA,Hinsdale,1168,1210,100
MA,Lanesborough,1827,1891,100
MA,Lee,3384,3489,100
MA,Lenox,3286,3368,100
MA,Monterey,577,592,100
MA,Mount Washington,124,125,100
MA,New Ashford,149,151,100
MA,New Marlborough,941,959,100
MA,North Adams,5763,5932,100
MA,Otis,983,1014,100
MA,Peru,520,533,100
MA,Pittsfield,21265,21942,100
MA,Richmond,1035,1057,100
MA,Sandisfield,501,515,100
MA,Savoy,389,399,100
MA,Sheffield,2093,2162,100
MA,Stockbridge,1337,1401,95
MA,Tyringham,298,314,100
MA,Washington,341,353,100
MA,West Stockbridge,955,971,100
MA,Williamstown,3707,3757,100
MA,Windsor,554,579,100
MA,Acushnet,5900,6068,100
MA,Attleboro,23176,23555,100
MA,Berkley,4039,4113,100
MA,Dartmouth,17444,17884,100
MA,Dighton,4594,4724,100
MA,Easton,14186,14519,100
MA,Fairhaven,9359,9557,100
MA,Fall River,30185,31616,100
MA,Freetown,5383,5506,100
MA,Mansfield,14283,14537,100
MA,New Bedford,33962,34877,100
MA,North Attleborough,16826,17191,100
MA,Norton,10713,10974,100
MA,Raynham,8566,8811,100
MA,Rehoboth,7738,7917,100
MA,Seekonk,8782,8955,100
MA,Somerset,10835,11122,100
MA,Swansea,9755,10034,100
MA,Taunton,25915,26773,100
MA,Westport,10255,10546,100
MA,Aquinnah,355,355,100
MA,Chilmark,912,921,100
MA,Edgartown,3057,3101,100
MA,Gosnold,81,82,100
MA,Oak Bluffs,3149,3209,100
MA,Tisbury,2817,2835,100
MA,West Tisbury,2261,2295,100
MA,Amesbury,10240,10395,100
MA,Andover,21527,21743,100
MA,Beverly,24146,24450,100
MA,Boxford,5496,5543,100
MA,Danvers,16667,16907,100
MA,Essex,2486,2512,100
MA,Georgetown,5536,5585,100
MA,Gloucester,17881,18159,100
MA,Groveland,4509,4536,100
MA,Hamilton,4936,4988,100
MA,Haverhill,31768,32401,100
MA,Ipswich,9538,9614,100
MA,Lawrence,22413,23208,100
MA,Lynn,34991,35777,100
MA,Lynnfield,8214,8345,100
MA,Manchester,3787,3819,100
MA,Marblehead,14063,14234,100
MA,Merrimac,4337,4391,100
MA,Methuen,25377,25919,100
MA,Middleton,5779,5858,100
MA,Nahant,2476,2524,100
MA,Newbury,4961,5025,100
MA,Newburyport,12661,12708,100
MA,North Andover,17809,18012,100
MA,Peabody,29580,30090,100
MA,Rockport,5224,5275,100
MA,Rowley,4147,4227,100
MA,Salem,23712,24018,100
MA,Salisbury,5454,5556,100
MA,Saugus,15356,15797,100
MA,Swampscott,9446,9572,100
MA,Topsfield,4125,4144,100
MA,Wenham,2608,2608,100
MA,West Newbury,3235,3270,100
MA,Ashfield,1210,1218,100
MA,Bernardston,1344,1375,100
MA,Buckland,1177,1191,100
MA,Charlemont,733,743,100
MA,Colrain,992,1007,100
MA,Conway,1308,1308,100
MA,Deerfield,3319,3350,100
MA,Erving,904,904,95
MA,Gill,967,987,100
MA,Greenfield,9232,9409,100
MA,Hawley,226,231,100
MA,Heath,459,468,100
MA,Leverett,1364,1386,100
MA,Leyden,496,502,100
MA,Monroe,59,60,100
MA,Montague,4844,4898,100
MA,New Salem,669,681,100
MA,Northfield,1815,1855,100
MA,Orange,3735,3800,100
MA,Rowe,262,267,100
MA,Shelburne,1158,1174,100
MA,Shutesbury,1322,1330,100
MA,Sunderland,2024,2050,100
MA,Warwick,511,523,100
MA,Wendell,598,614,100
MA,Whately,1097,1107,100
MA,Agawam,15647,16185,100
MA,Blandford,764,775,100
MA,Brimfield,2283,2314,100
MA,Chester,727,744,100
MA,Chicopee,25231,25795,100
MA,East Longmeadow,9834,10122,100
MA,Granville,967,990,100
MA,Hampden,3287,3323,95
MA,Holland,1518,1545,100
MA,Holyoke,15910,16313,100
MA,Longmeadow,10198,10395,100
MA,Ludlow,11030,11384,100
MA,Monson,5051,5175,100
MA,Montgomery,548,564,100
MA,Palmer,6332,6503,100
MA,Russell,907,919,100
MA,Southwick,5621,5732,100
MA,Springfield,52649,54373,100
MA,Tolland,323,328,100
MA,Wales,1061,1087,100
MA,Westfield,20203,20685,100
MA,West Springfield,13193,13513,100
MA,Wilbraham,9178,9397,100
MA,Amherst,11785,11871,100
MA,Belchertown,9424,9609,100
MA,Chesterfield,806,822,100
MA,Cummington,583,591,100
MA,Easthampton,10446,10592,100
MA,Goshen,653,672,100
MA,Granby,3831,3956,100
MA,Hadley,3449,3493,100
MA,Hatfield,2276,2313,100
MA,Huntington,1201,1217,100
MA,Middlefield,326,334,100
MA,Northampton,17737,17925,100
MA,Pelham,921,925,100
MA,Plainfield,438,443,100
MA,Southampton,4110,4194,100
MA,South Hadley,9879,10059,100
MA,Ware,4875,4951,100
MA,Westhampton,1173,1195,100
MA,Williamsburg,1813,1822,100
MA,Worthington,854,870,100
MA,Acton,13772,13927,100
MA,Arlington,28286,28551,100
MA,Ashby,1997,2023,100
MA,Ashland,10315,10444,100
MA,Ayer,4566,4625,100
MA,Bedford,8752,8739,95
MA,Belmont,15170,15356,100
MA,Billerica,24245,24644,100
MA,Boxborough,3391,3402,100
MA,Burlington,15090,15346,100
MA,Cambridge,54139,54795,100
MA,Carlisle,3608,3638,100
MA,Chelmsford,21889,22349,100
MA,Concord,12203,12311,100
MA,Dracut,17504,17845,100
MA,Dunstable,2156,2173,100
MA,Everett,14469,14817,100
MA,Framingham,31637,32048,100
MA,Groton,7202,7285,100
MA,Holliston,9504,9617,100
MA,Hopkinton,10170,10296,100
MA,Hudson,11395,11583,100
MA,Lexington,19845,20048,100
MA,Lincoln,4227,4271,100
MA,Littleton,6573,6691,100
MA,Lowell,36821,38681,100
MA,Malden,25033,25623,100
MA,Marlborough,18861,19143,100
MA,Maynard,6698,6786,100
MA,Medford,31293,31713,100
MA,Melrose,17945,18241,100
MA,Natick,21554,21914,95
MA,Newton,49624,50295,100
MA,North Reading,9689,9930,100
MA,Pepperell,7183,7307,100
MA,Reading,16603,16952,100
MA,Sherborn,2949,2963,100
MA,Shirley,3636,3700,100
MA,Somerville,41720,42200,100
MA,Stoneham,14008,14322,100
MA,Stow,4911,4964,100
MA,Sudbury,12234,12354,100
MA,Tewksbury,18859,19137,100
MA,Townsend,5402,5476,100
MA,Tyngsborough,7382,7545,100
MA,Wakefield,16268,16623,100
MA,Waltham,28430,28896,100
MA,Watertown,18966,19227,100
MA,Wayland,9221,9302,100
MA,Westford,15076,15298,100
MA,Weston,6996,7085,100
MA,Wilmington,14607,14806,100
MA,Winchester,13614,13870,100
MA,Woburn,21889,22418,100
MA,Nantucket,7194,7306,100
MA,Avon,2653,2697,100
MA,Bellingham,9751,9889,100
MA,Braintree,21286,21795,100
MA,Brookline,30780,31084,100
MA,Canton,14152,14485,100
MA,Cohasset,5616,5669,100
MA,Dedham,15491,15894,95
MA,Dover,3996,4023,100
MA,Foxborough,11104,11346,100
MA,Franklin,20059,20346,100
MA,Holbrook,6064,6213,100
MA,Medfield,8199,8211,100
MA,Medway,8319,8416,100
MA,Millis,5561,5639,100
MA,Milton,17309,17314,95
MA,Needham,19885,20113,100
MA,Norfolk,6781,6853,100
MA,Norwood,17071,17453,100
MA,Plainville,5725,5823,100
MA,Quincy,44752,45793,100
MA,Randolph,17024,17455,100
MA,Sharon,11376,11617,100
MA,Stoughton,15260,15623,100
MA,Walpole,15866,16166,100
MA,Wellesley,16162,16342,100
MA,Westwood,10366,10545,100
MA,Weymouth,32350,32827,100
MA,Wrentham,7713,7807,100
MA,Abington,9494,9660,100
MA,Bridgewater,14244,14616,100
MA,Brockton,37651,38712,100
MA,Carver,6831,6961,100
MA,Duxbury,11088,11219,100
MA,East Bridgewater,8595,8767,100
MA,Halifax,4797,4874,100
MA,Hanover,9506,9652,100
MA,Hanson,6642,6741,100
MA,Hingham,16088,16229,100
MA,Hull,6981,7080,100
MA,Kingston,8380,8520,100
MA,Lakeville,7198,7323,100
MA,Marion,3625,3696,100
MA,Marshfield,17318,17482,100
MA,Mattapoisett,4623,4697,100
MA,Middleborough,13514,13857,100
MA,Norwell,7298,7386,100
MA,Pembroke,11567,11753,100
MA,Plymouth,36868,37336,100
MA,Plympton,1900,1918,100
MA,Rochester,3750,3833,100
MA,Rockland,9805,9994,100
MA,Scituate,13398,13530,100
MA,Wareham,12566,12726,100
MA,West Bridgewater,4525,4625,100
MA,Whitman,8473,8629,100
MA,Boston,286842,293796,100
MA,Chelsea,9991,10524,100
MA,Revere,19836,20890,100
MA,Winthrop,9991,10252,100
MA,Ashburnham,3771,3827,100
MA,Athol,5441,5502,100
MA,Auburn,10015,10201,100
MA,Barre,3114,3157,100
MA,Berlin,2244,2265,100
MA,Blackstone,5039,5135,100
MA,Bolton,3735,3762,100
MA,Boylston,3269,3304,100
MA,Brookfield,2012,2054,100
MA,Charlton,7972,8122,100
MA,Clinton,7697,7826,100
MA,Douglas,5475,5534,100
MA,Dudley,6007,6092,100
MA,East Brookfield,1346,1365,100
MA,Fitchburg,16261,16509,100
MA,Gardner,9279,9444,100
MA,Grafton,11322,11453,100
MA,Hardwick,1507,1529,100
MA,Harvard,4083,4129,100
MA,Holden,12500,12654,100
MA,Hopedale,3727,3775,100
MA,Hubbardston,2852,2927,100
MA,Lancaster,4293,4354,100
MA,Leicester,6312,6415,100
MA,Leominster,21150,21766,95
MA,Lunenburg,7093,7192,100
MA,Mendon,3908,3944,100
MA,Milford,14314,14580,100
MA,Millbury,8005,8162,100
MA,Millville,1812,1848,100
MA,New Braintree,658,671,100
MA,Northborough,9565,9687,100
MA,Northbridge,9066,9228,100
MA,North Brookfield,2687,2715,100
MA,Oakham,1238,1257,100
MA,Oxford,7465,7574,100
MA,Paxton,2914,2962,100
MA,Petersham,859,872,100
MA,Phillipston,1078,1094,100
MA,Princeton,2531,2575,100
MA,Royalston,771,787,100
MA,Rutland,5590,5675,100
MA,Shrewsbury,20888,21131,100
MA,Southborough,6608,6665,100
MA,Southbridge,7067,7261,100
MA,Spencer,6367,6412,100
MA,Sterling,5354,5451,100
MA,Sturbridge,6047,6093,100
MA,Sutton,6204,6156,95
MA,Templeton,4409,4495,100
MA,Upton,5232,5300,100
MA,Uxbridge,8595,8727,100
MA,Warren,2555,2599,100
MA,Webster,8181,8298,100
MA,Westborough,10502,10636,100
MA,West Boylston,4754,4802,100
MA,West Brookfield,2269,2327,100
MA,Westminster,5241,5294,100
MA,Winchendon,5078,5152,100
MA,Worcester,69857,71370,100
MI,Alcona County,6997,7064,100
MI,Alger County,5082,5128,100
MI,Allegan County,66443,67094,100
MI,Alpena County,16771,16969,100
MI,Antrim County,15877,15949,100
MI,Arenac County,8712,8831,100
MI,Baraga County,4000,4038,100
MI,Barry County,35570,35905,100
MI,Bay County,59472,60255,100
MI,Benzie County,12169,12262,100
MI,Berrien County,81119,82391,100
MI,Branch County,20280,20536,100
MI,Calhoun County,65556,66281,100
MI,Cass County,25851,26216,100
MI,Charlevoix County,16888,17000,100
MI,Cheboygan County,15734,15868,100
MI,Chippewa County,17489,17642,100
MI,Clare County,16108,16281,100
MI,Clinton County,47415,47927,100
MI,Crawford County,7780,7861,100
MI,Delta County,20917,21151,100
MI,Dickinson County,14486,14589,100
MI,Eaton County,63587,64327,100
MI,Emmet County,22022,22177,100
MI,Genesee County,219110,221360,100
MI,Gladwin County,14364,14603,100
MI,Gogebic County,8132,8266,100
MI,Grand Traverse County,59840,60236,100
MI,Gratiot County,18948,19127,100
MI,Hillsdale County,22942,23302,100
MI,Houghton County,18350,18501,100
MI,Huron County,17976,18437,100
MI,Ingham County,143557,144550,100
MI,Ionia County,31762,32209,100
MI,Iosco County,15135,15363,100
MI,Iron County,6719,6789,100
MI,Isabella County,29085,29421,100
MI,Jackson County,79681,80861,100
MI,Kalamazoo County,142214,143414,100
MI,Kalkaska County,10513,10631,100
MI,Kent County,358677,361048,100
MI,Keweenaw County,1535,1557,100
MI,Lake County,6224,6323,100
MI,Lapeer County,51937,52650,100
MI,Leelanau County,16835,16900,100
MI,Lenawee County,52517,53375,100
MI,Livingston County,125717,127197,100
MI,Luce County,2975,3001,100
MI,Mackinac County,6985,7015,100
MI,Macomb County,486477,494256,100
MI,Manistee County,14563,14655,100
MI,Marquette County,37178,37462,100
MI,Mason County,17158,17254,100
MI,Mecosta County,20856,21049,100
MI,Menominee County,12264,12607,100
MI,Midland County,48649,49088,100
MI,Missaukee County,8707,8755,100
MI,Monroe County,85232,87148,100
MI,Montcalm County,31628,32100,100
MI,Montmorency County,5805,5859,100
MI,Muskegon County,91053,92444,100
MI,Newaygo County,26896,27161,100
MI,Oakland County,763593,770351,100
MI,Oceana County,13920,14062,100
MI,Ogemaw County,11748,11907,100
MI,Ontonagon County,3754,3804,100
MI,Osceola County,12223,12329,100
MI,Oscoda County,4832,4874,100
MI,Otsego County,14630,14757,100
MI,Ottawa County,167700,168713,100
MI,Presque Isle County,8294,8344,100
MI,Roscommon County,14889,15018,100
MI,Saginaw County,102324,103349,100
MI,St. Clair County,90534,92064,100
MI,St. Joseph County,27581,27936,100
MI,Sanilac County,22213,22446,100
MI,Schoolcraft County,4672,4745,100
MI,Shiawassee County,38725,39224,100
MI,Tuscola County,29137,29445,100
MI,Van Buren County,38699,39066,100
MI,Washtenaw County,214788,216418,100
MI,Wayne County,862819,872469,100
MI,Wexford County,18112,18265,100
MN,Aitkin County,9840,10025,100
MN,Anoka County,206686,211132,100
MN,Becker County,19010,19025,99
MN,Beltrami County,23823,25461,94
MN,Benton County,21754,22088,95
MN,Big Stone County,2945,2987,95
MN,Blue Earth County,35285,39485,89
MN,Brown County,14458,14847,95
MN,Carlton County,19936,20361,98
MN,Carver County,65459,65382,99
MN,Cass County,18089,17708,95
MN,Chippewa County,6525,6655,95
MN,Chisago County,33746,33288,95
MN,Clay County,31508,34102,92
MN,Clearwater County,4613,4556,95
MN,Cook County,3712,3644,95
MN,Cottonwood County,5991,6440,93
MN,Crow Wing County,39562,39471,95
MN,Dakota County,257991,268470,95
MN,Dodge County,11991,11733,95
MN,Douglas County,23768,25271,94
MN,Faribault County,7747,8223,94
MN,Fillmore County,11966,12174,95
MN,Freeborn County,16531,17800,93
MN,Goodhue County,28332,29832,95
MN,Grant County,3595,3728,95
MN,Hennepin County,741295,788773,94
MN,Houston County,11199,11678,95
MN,Hubbard County,12798,13346,95
MN,Isanti County,23804,22477,95
MN,Itasca County,26223,25925,99
MN,Jackson County,5706,6039,94
MN,Kanabec County,9031,8745,95
MN,Kandiyohi County,22968,23977,95
MN,Kittson County,2596,2627,99
MN,Koochiching County,6745,6879,95
MN,Lac qui Parle County,3982,4266,93
MN,Lake County,7116,7885,90
MN,Lake of the Woods County,2353,2407,95
MN,Le Sueur County,16492,16486,95
MN,Lincoln County,3079,3343,92
MN,Lyon County,12728,12877,99
MN,McLeod County,20605,20114,95
MN,Mahnomen County,2263,2302,98
MN,Marshall County,5005,5171,95
MN,Martin County,10868,11686,93
MN,Meeker County,13349,13136,95
MN,Mille Lacs County,14333,462,99
MN,Morrison County,19139,18838,95
MN,Mower County,18852,20341,93
MN,Murray County,4802,5103,94
MN,Nicollet County,18863,21211,89
MN,Nobles County,8440,8708,97
MN,Norman County,3355,3500,95
MN,Olmsted County,88849,92950,95
MN,Otter Tail County,35793,37700,95
MN,Pennington County,7192,7181,95
